id,listing_url,last_scraped,source,name,description,picture_url,host_id,host_url,host_since,host_location,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_thumbnail_url,host_picture_url,host_listings_count,host_total_listings_count,host_verifications,host_has_profile_pic,host_identity_verified,neighbourhood_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms,bathrooms_text,bedrooms,beds,amenities,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,has_availability,availability_30,availability_60,availability_90,availability_365,calendar_last_scraped,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,availability_eoy,number_of_reviews_ly,estimated_occupancy_l365d,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month
1360939461727449816,https://www.airbnb.com/rooms/1360939461727449816,2025-03-23,city scrape,Cozy Room Near CERN With Views,"Stay in a bright, peaceful room with a double bed, stylish sofa, and stunning countryside views. Enjoy a huge shared terrace, high-speed Wi-Fi, a fully equipped kitchen, and a fireplace-lit dining area. Workout with sports equipment or take walks while visiting CERN. Walk to top restaurants or explore Satigny’s vineyards and countryside (5 km away). Tram 18 is just 10 min away for quick Geneva access. A friendly cat adds warmth, purrs, and cuddles – making your stay extra cozy, fun, and special!",https://a0.muscache.com/pictures/miso/Hosting-1360939461727449816/original/9122d8d8-7221-4412-a4e9-dfa78da35b32.jpeg,75561289,https://www.airbnb.com/users/show/75561289,2016-06-03,Unknown,within a few hours,100.0,0.0,f,https://a0.muscache.com/im/pictures/user/38f9379f-2bba-4958-9051-f33aa8389914.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/38f9379f-2bba-4958-9051-f33aa8389914.jpg?aki_policy=profile_x_medium,1,1,"['email', 'phone']",t,t,Meyrin,46.22809,6.06177,Private room in rental unit,Private room,2,1.5,1.5 shared baths,1.0,1.0,"[""Toaster"", ""Sound system"", ""Elevator"", ""Stove"", ""Freezer"", ""Bed linens"", ""Blender"", ""Room-darkening shades"", ""Dishwasher"", ""Single level home"", ""Cooking basics"", ""Hammock"", ""Paid parking off premises"", ""First aid kit"", ""Smoking allowed"", ""TV"", ""Hangers"", ""Exercise equipment"", ""Wifi"", ""Keypad"", ""Heating"", ""Washer"", ""Dining table"", ""Indoor fireplace"", ""Hair dryer"", ""Dedicated workspace"", ""Drying rack for clothing"", ""Oven"", ""Clothing storage"", ""Microwave"", ""Coffee maker"", ""Kitchen"", ""Hot water"", ""BBQ grill"", ""Gym"", ""Refrigerator"", ""Extra pillows and blankets"", ""Outdoor dining area"", ""Portable fans"", ""Outdoor furniture"", ""Piano"", ""Books and reading material"", ""Hot water kettle"", ""Barbecue utensils"", ""Hot tub"", ""Dishes and silverware"", ""Lock on bedroom door"", ""Iron"", ""Sun loungers"", ""Bathtub"", ""Wine glasses"", ""Self check-in"", ""Board games"", ""Outdoor shower""]",71.0,1,7,1,1,7,7,1.0,7.0,True,15,31,47,130,2025-03-23,0,0,0,130,0,0,4.84,4.87,4.84,4.92,4.92,4.88,4.7,f,1,0,1,0,0.0
1361613418911460155,https://www.airbnb.com/rooms/1361613418911460155,2025-03-23,city scrape,Appartement lumineux proche lac.,"For a short or long stay, this apartment combines comfort, elegance and a privileged location to fully enjoy the city.<br /><br />Located in a vibrant and cosmopolitan neighborhood, offering a unique living environment combining culture, gastronomy and amenities.<br /><br />🛍️ Close to grocery stores, a variety of restaurants, bars and shops.<br />🚆 Excellent transport service, minutes from Cornavin train station.<br />🚶 Close to Lake Geneva.<br />🚌 Less than 10 minutes from the United Nations district.",https://a0.muscache.com/pictures/hosting/Hosting-1361613418911460155/original/8cea4ed8-db7d-43a1-90e7-2fb6e199c712.jpeg,418833141,https://www.airbnb.com/users/show/418833141,2021-08-17,Unknown,within a few hours,81.0,67.0,f,https://a0.muscache.com/im/pictures/user/User/original/81290f1a-5388-4508-9c18-bb04a538d100.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User/original/81290f1a-5388-4508-9c18-bb04a538d100.jpeg?aki_policy=profile_x_medium,3,3,['phone'],t,t,Commune de Genève,46.2102749970557,6.14552304139304,Entire rental unit,Entire home/apt,4,1.0,1 bath,2.0,4.0,"[""Toaster"", ""Crib"", ""Elevator"", ""Bed linens"", ""Room-darkening shades"", ""Dishwasher"", ""Host greets you"", ""Pack \u2019n play/Travel crib - available upon request"", ""Cooking basics"", ""Central heating"", ""TV"", ""Sound system with Bluetooth and aux"", ""Standalone high chair - available upon request"", ""Hangers"", ""Wifi"", ""Washer"", ""Hair dryer"", ""Dedicated workspace"", ""Drying rack for clothing"", ""Microwave"", ""Kitchen"", ""Hot water"", ""Refrigerator"", ""Extra pillows and blankets"", ""Free street parking"", ""Housekeeping - available at extra cost"", ""Piano"", ""Hot water kettle"", ""Coffee maker: Keurig coffee machine"", ""Dishes and silverware"", ""Iron"", ""Lake access"", ""Free dryer \u2013 In unit"", ""Bathtub"", ""Wine glasses"", ""Babysitter recommendations"", ""Essentials"", ""Clothing storage: closet, wardrobe, and dresser"", ""Stainless steel single oven"", ""Ethernet connection""]",180.0,1,1125,1,1,1125,1125,1.0,1125.0,True,15,42,67,185,2025-03-23,0,0,0,104,0,0,4.84,4.87,4.84,4.92,4.92,4.88,4.7,f,3,1,2,0,0.0
1362804516197086272,https://www.airbnb.com/rooms/1362804516197086272,2025-03-23,city scrape,Nid douillet au bord du lac !,"Very nice little urban cozy nest on the lake where it's good to live, close to everything (SBB Cornavin station, bus station, shops, international organizations, parks, Pâquis baths), very quiet and bright! <br /><br />• Conveniently located<br />• perfect condition<br />• very well arranged <br />• very comfortable <br /><br />It is located on the 2nd floor overlooking a large green inner courtyard and includes: an entrance, a kitchen, a main room and a bathroom.<br /><br />A gem for your Geneva stay!",https://a0.muscache.com/pictures/hosting/Hosting-1362804516197086272/original/0a470c54-de55-4999-930c-6014f45430ad.jpeg,12229341,https://www.airbnb.com/users/show/12229341,2014-02-14,"Geneva, Switzerland",within an hour,100.0,100.0,f,https://a0.muscache.com/im/pictures/user/bae0c7b6-2e9c-4c5b-9762-58352ffd8f38.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/bae0c7b6-2e9c-4c5b-9762-58352ffd8f38.jpg?aki_policy=profile_x_medium,1,1,"['email', 'phone']",t,t,Commune de Genève,46.214179841902855,6.1518895783662,Entire rental unit,Entire home/apt,2,1.0,1 bath,1.0,1.0,"[""Elevator"", ""Freezer"", ""Bed linens"", ""Bluetooth sound system"", ""Blender"", ""Room-darkening shades"", ""Other electric stove"", ""Long term stays allowed"", ""Shampoo"", ""Cooking basics"", ""Clothing storage: closet"", ""Central heating"", ""Hangers"", ""Wifi"", ""Hair dryer"", ""Drying rack for clothing"", ""Kitchen"", ""Hot water"", ""Refrigerator"", ""Single oven"", ""Portable fans"", ""Hot water kettle"", ""Shower gel"", ""Coffee"", ""Dishes and silverware"", ""Cleaning products"", ""Iron"", ""Body soap"", ""Bathtub"", ""Wine glasses"", ""Essentials""]",86.0,2,90,2,2,90,90,2.0,90.0,True,1,5,9,126,2025-03-23,2,2,2,126,0,12,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,1,1,0,0,2.0
1362989354648621789,https://www.airbnb.com/rooms/1362989354648621789,2025-03-23,city scrape,Appartement 2 pièces + balcon - idéal famille,"A peaceful and comfortable apartment, ideally located in a green area.<br /><br />Perfect for a family stay, it has a double bed, a sofa bed, as well as a crib, high chair and plenty of toys for the little ones.<br /><br />The balcony on the living room side allows you to enjoy the sun while enjoying a coffee.<br />Great location:<br />Cornavin Station 10min walk<br />Palais des Nations 15 minutes walk away<br />Bus stop 5 & 8 nearby to explore the city easily",https://a0.muscache.com/pictures/hosting/Hosting-1362989354648621789/original/3e5f7b42-5cde-4069-826a-6e18acfeaf65.jpeg,7770378,https://www.airbnb.com/users/show/7770378,2013-07-28,"Paris, France",within an hour,100.0,89.0,f,https://a0.muscache.com/im/pictures/user/77bddc8f-e614-4a72-81db-6a4183afb3b3.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/77bddc8f-e614-4a72-81db-6a4183afb3b3.jpg?aki_policy=profile_x_medium,3,6,"['email', 'phone', 'work_email']",t,t,Commune de Genève,46.21783695231622,6.138730170478064,Entire rental unit,Entire home/apt,4,1.0,1 bath,1.0,1.0,"[""Wifi"", ""Washer"", ""Kitchen""]",130.0,3,365,3,3,365,365,3.0,365.0,True,17,43,59,59,2025-03-23,0,0,0,59,0,0,4.84,4.87,4.84,4.92,4.92,4.88,4.7,f,1,1,0,0,0.0
1363093789673156470,https://www.airbnb.com/rooms/1363093789673156470,2025-03-23,city scrape,Adorable studio Genève centre,"✨Welcome to Your privative little apartment in Geneva Center !✨<br />Private apartment in center geneva near old town featuring a nice bedroom with a queen-size bed, desk, and a sofa bed. Fully equipped kitchen, bathroom with bathtub, spacious entrance with a wardrobe.<br />Enjoy high-speed WIFI.<br />Public transport is just a 3-minute walk (tram 12, 18, and 15, or bus no.1).<br />- TRAM to the train station 10 MIN distance <br />-  AIRPORT (Palexpo/CERN/UN) 20 MIN",https://a0.muscache.com/pictures/hosting/Hosting-1363093789673156470/original/33fd4403-436c-4f90-b71d-454309b2debd.jpeg,3118951,https://www.airbnb.com/users/show/3118951,2012-07-31,"Geneva, Switzerland",within a few hours,97.0,55.0,t,https://a0.muscache.com/im/pictures/user/User-3118951/original/336bfdf4-e269-4029-9bb8-c8e75ad88a0b.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-3118951/original/336bfdf4-e269-4029-9bb8-c8e75ad88a0b.jpeg?aki_policy=profile_x_medium,4,6,"['email', 'phone']",t,t,Commune de Genève,46.1913585031274,6.1422419163345525,Entire rental unit,Entire home/apt,4,1.0,1 bath,1.0,1.0,"[""First aid kit"", ""Smoke alarm"", ""Paid parking on premises"", ""Carbon monoxide alarm"", ""Fire extinguisher"", ""Wifi"", ""Washer"", ""Dedicated workspace""]",100.0,1,365,1,1,365,365,1.0,365.0,True,2,15,19,290,2025-03-23,0,0,0,209,0,0,4.84,4.87,4.84,4.92,4.92,4.88,4.7,f,4,3,1,0,0.0
1363114921373706163,https://www.airbnb.com/rooms/1363114921373706163,2025-03-23,city scrape,Bonito estudio en pleno centro,"Cozy studio with terrace in downtown Geneva<br />This charming studio, located in the heart of Geneva and close to the UN, offers a comfortable stay with a large bed, equipped kitchen and bathroom with bathtub. Enjoy its small private terrace to relax.<br />Its excellent location guarantees easy access to the city, with a bus stop right at the door and a tram just 3 minutes away. Ideal for business travelers or tourists. Book and make yourselves at home!",https://a0.muscache.com/pictures/hosting/Hosting-1363114921373706163/original/5069e875-694c-4c09-9f48-c2a7ecc69783.jpeg,561476182,https://www.airbnb.com/users/show/561476182,2024-02-11,"Geneva, Switzerland",within an hour,100.0,80.0,f,https://a0.muscache.com/im/pictures/user/User/original/ef5f3fe3-2fdd-419b-b458-372e06ed7a77.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User/original/ef5f3fe3-2fdd-419b-b458-372e06ed7a77.jpeg?aki_policy=profile_x_medium,1,2,"['email', 'phone']",t,t,Commune de Genève,46.22114977967375,6.140131283270416,Entire rental unit,Entire home/apt,3,1.0,1 bath,1.0,2.0,"[""Stove"", ""Freezer"", ""Bed linens"", ""Room-darkening shades"", ""Private patio or balcony"", ""Long term stays allowed"", ""Shampoo"", ""Cooking basics"", ""Paid parking off premises"", ""Baking sheet"", ""Private entrance"", ""Central heating"", ""Rice maker"", ""TV"", ""Window AC unit"", ""Smoke alarm"", ""Hangers"", ""Wifi"", ""Washer"", ""Dining table"", ""Oven"", ""Dedicated workspace"", ""Drying rack for clothing"", ""Coffee maker: espresso machine"", ""Clothing storage"", ""Kitchen"", ""Hot water"", ""Refrigerator"", ""Extra pillows and blankets"", ""Outdoor dining area"", ""Portable fans"", ""Outdoor furniture"", ""Hot water kettle"", ""Shower gel"", ""Coffee"", ""Dishes and silverware"", ""Backyard"", ""Iron"", ""Body soap"", ""Bathtub"", ""Wine glasses"", ""Window guards"", ""Conditioner"", ""Ethernet connection""]",81.0,1,365,1,1,365,365,1.0,365.0,True,12,21,46,299,2025-03-23,1,1,1,218,0,6,5.0,5.0,5.0,5.0,4.0,5.0,5.0,t,1,1,0,0,1.0
1363208647614707128,https://www.airbnb.com/rooms/1363208647614707128,2025-03-23,city scrape,Entre le jet et la gare,Ou 'll have a great time at this comfortable place to stay.,https://a0.muscache.com/pictures/hosting/Hosting-1363208647614707128/original/9555b4c0-9878-43a6-a186-df060fad1a54.jpeg,658851615,https://www.airbnb.com/users/show/658851615,2024-10-24,Unknown,within an hour,80.0,100.0,f,https://a0.muscache.com/defaults/user_pic-50x50.png?v=3,https://a0.muscache.com/defaults/user_pic-225x225.png?v=3,2,2,"['email', 'phone']",f,t,Commune de Genève,46.20996,6.15012,Entire rental unit,Entire home/apt,2,1.0,1 bath,1.0,1.0,"[""Wifi"", ""Dedicated workspace"", ""Kitchen"", ""TV""]",124.0,1,365,1,1,365,365,1.0,365.0,True,26,56,86,361,2025-03-23,0,0,0,280,0,0,4.84,4.87,4.84,4.92,4.92,4.88,4.7,f,1,1,0,0,0.0
1363250935715834963,https://www.airbnb.com/rooms/1363250935715834963,2025-03-23,city scrape,Magnifique appartement au cœur des Eaux-Vives,"Ideally located in the middle of Geneva, this apartment combines elegance and comfort. Bright and thoughtfully appointed, it offers a refined setting with quality finishes. Close to shops, restaurants and transport, it allows you to fully enjoy the city while guaranteeing calm and serenity. An ideal pied-à-terre to combine practicality and well-being on a daily basis.",https://a0.muscache.com/pictures/miso/Hosting-1363250935715834963/original/86d85527-17b6-4788-8d94-c06f8288786e.jpeg,75342546,https://www.airbnb.com/users/show/75342546,2016-06-02,Unknown,within a day,83.0,100.0,f,https://a0.muscache.com/im/pictures/user/81dbde4f-d443-446d-b277-ace96d492a04.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/81dbde4f-d443-446d-b277-ace96d492a04.jpg?aki_policy=profile_x_medium,3,3,"['email', 'phone']",t,t,Commune de Genève,46.20466,6.16048,Entire rental unit,Entire home/apt,3,1.0,1 bath,1.0,1.0,"[""Noise decibel monitors on property"", ""Bed linens"", ""Room-darkening shades"", ""Long term stays allowed"", ""Cooking basics"", ""Private entrance"", ""TV"", ""Hangers"", ""Wifi"", ""Heating"", ""Dining table"", ""Hair dryer"", ""Clothing storage"", ""Lockbox"", ""Kitchen"", ""Hot water"", ""Refrigerator"", ""Air conditioning"", ""Dishes and silverware"", ""Wine glasses"", ""Self check-in"", ""Stainless steel single oven""]",294.0,2,365,2,2,365,365,2.0,365.0,True,0,0,0,261,2025-03-23,0,0,0,180,0,0,4.84,4.87,4.84,4.92,4.92,4.88,4.7,t,3,3,0,0,0.0
1363368644138676899,https://www.airbnb.com/rooms/1363368644138676899,2025-03-23,city scrape,Libre apartir du 24 mars,"The apartment is well located, I am on a street where there is a lot of noise, if you have children it may be a little complicated. I have a double bed, plus a sofa.  Everything is furnished. On the other hand, I have a cat. Afterwards, we can arrange it according to demand.",https://a0.muscache.com/pictures/miso/Hosting-1363368644138676899/original/2ddeb3b5-e0b5-4d35-86eb-935981064250.jpeg,680596998,https://www.airbnb.com/users/show/680596998,2025-02-23,"Geneva, Switzerland",within an hour,100.0,100.0,f,https://a0.muscache.com/im/pictures/user/User/original/4e48b7eb-7d45-4f44-84a8-47707c16435a.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User/original/4e48b7eb-7d45-4f44-84a8-47707c16435a.jpeg?aki_policy=profile_x_medium,1,1,"['email', 'phone']",t,t,Commune de Genève,46.2038179,6.1584525,Entire rental unit,Entire home/apt,3,1.0,1 bath,0.0,1.0,"[""Noise decibel monitors on property"", ""Kitchen"", ""Lake access"", ""Wifi"", ""Exterior security cameras on property"", ""Washer""]",73.0,7,365,7,7,365,365,7.0,365.0,True,23,53,83,358,2025-03-23,0,0,0,277,0,0,4.84,4.87,4.84,4.92,4.92,4.88,4.7,f,1,1,0,0,0.0
1363590035488361052,https://www.airbnb.com/rooms/1363590035488361052,2025-03-23,city scrape,Lovely apartment in Versoix/Geneva,Lovely and quiet. lake accessible in 15 minutes walk. Train station in 10 mn; downtown Geneva in 20 mn. The woods for a walk or jogging in 2 mn.<br />Lovely place !,https://a0.muscache.com/pictures/hosting/Hosting-1363590035488361052/original/8adedcf7-0666-43af-9a05-54eab5c010e3.jpeg,672555550,https://www.airbnb.com/users/show/672555550,2025-01-12,Unknown,within an hour,100.0,82.0,f,https://a0.muscache.com/defaults/user_pic-50x50.png?v=3,https://a0.muscache.com/defaults/user_pic-225x225.png?v=3,1,1,['phone'],f,t,Versoix,46.28235432693473,6.160481744912314,Private room in rental unit,Private room,2,1.0,1 shared bath,3.0,2.0,"[""Lock on bedroom door"", ""Kitchen"", ""Lake access"", ""Wifi"", ""Washer""]",41.0,1,365,1,1,365,365,1.0,365.0,True,13,25,30,302,2025-03-23,4,4,4,221,0,24,5.0,4.75,4.5,5.0,5.0,5.0,5.0,f,1,0,1,0,4.0
1363739480721668563,https://www.airbnb.com/rooms/1363739480721668563,2025-03-23,city scrape,Urban Haven Near Transit,"📍 Location, Location, Location <br /><br />Sunny ☀️ and spacious 2 bedroom apartment, 4-room flat in the Petit Saconnex neighborhood. Ideal for relocating or newcomers at International Organizations. Direct bus to central Cornavin Train Station and easy access to airport.",https://a0.muscache.com/pictures/hosting/Hosting-U3RheVN1cHBseUxpc3Rpbmc6MTMyNTczNjM2NDY5MTU4NzY1NA==/original/f65d3cec-283a-4abe-958d-125fc000f301.jpeg,21013308,https://www.airbnb.com/users/show/21013308,2014-09-06,"Paris, France",within a few hours,100.0,77.0,t,https://a0.muscache.com/im/pictures/user/User-21013308/original/212f3cde-b031-4118-a3b9-d11b12f064b6.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-21013308/original/212f3cde-b031-4118-a3b9-d11b12f064b6.jpeg?aki_policy=profile_x_medium,3,3,"['email', 'phone', 'work_email']",t,t,Commune de Genève,46.2247981,6.1228465,Entire rental unit,Entire home/apt,4,1.5,1.5 baths,2.0,4.0,"[""Toaster"", ""Elevator"", ""Stove"", ""Freezer"", ""Bed linens"", ""Blender"", ""Room-darkening shades"", ""Dishwasher"", ""Paid parking on premises"", ""First aid kit"", ""TV"", ""Hangers"", ""Wifi"", ""Dryer"", ""Heating"", ""Washer"", ""Dining table"", ""Oven"", ""Dedicated workspace"", ""Drying rack for clothing"", ""Clothing storage"", ""Microwave"", ""Coffee maker"", ""Kitchen"", ""Hot water"", ""Refrigerator"", ""Extra pillows and blankets"", ""Air conditioning"", ""Free street parking"", ""Hot water kettle"", ""Coffee"", ""Dishes and silverware"", ""Cleaning products"", ""Body soap"", ""Patio or balcony"", ""Wine glasses"", ""Host greets you"", ""Ethernet connection""]",101.0,30,365,30,30,365,365,30.0,365.0,True,0,9,9,271,2025-03-23,0,0,0,190,0,0,4.84,4.87,4.84,4.92,4.92,4.88,4.7,f,2,1,1,0,0.0
1363878607794829602,https://www.airbnb.com/rooms/1363878607794829602,2025-03-23,city scrape,bel appartement canton Genève.,"fabulous accommodation that offers good times in perspective, 15 minutes by car from Geneva airport as well as Lake Geneva, two minutes by foot from the beautiful forest walks on the banks of the Rhone, 5 minutes by foot from the large Parc des Evaux, shops and restaurants nearby, well-connected public transport, 20 minutes by bus from the city center of Geneva.",https://a0.muscache.com/pictures/hosting/Hosting-1363878607794829602/original/a1132683-de30-4b3f-b7b4-1ff658833c0c.jpeg,460325129,https://www.airbnb.com/users/show/460325129,2022-05-22,Unknown,within a few hours,100.0,60.0,f,https://a0.muscache.com/im/pictures/user/User/original/e2507cbb-2854-4ebe-a2ce-daea1ddc9aee.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User/original/e2507cbb-2854-4ebe-a2ce-daea1ddc9aee.jpeg?aki_policy=profile_x_medium,1,2,['phone'],t,f,Onex,46.1923311,6.1024244,Entire rental unit,Entire home/apt,2,1.0,1 bath,1.0,1.0,"[""Iron"", ""First aid kit"", ""Kitchen"", ""TV"", ""Paid parking on premises"", ""Dedicated workspace"", ""Wifi"", ""Pets allowed"", ""Washer"", ""Hair dryer""]",76.0,1,365,1,1,365,365,1.0,365.0,True,22,49,79,352,2025-03-23,0,0,0,271,0,0,4.84,4.87,4.84,4.92,4.92,4.88,4.7,f,1,1,0,0,0.0
1364021749445209455,https://www.airbnb.com/rooms/1364021749445209455,2025-03-23,city scrape,Appartement à Vernier,"Discover this lovely modern and comfortable apartment, conveniently located just 10 minutes from Geneva airport<br />Whether you're traveling for work, vacation, or visiting, this apartment is perfect for a pleasant and relaxing experience.",https://a0.muscache.com/pictures/miso/Hosting-1364021749445209455/original/961be3d2-bc8f-48fb-bafc-bcc4e29be18e.jpeg,680805552,https://www.airbnb.com/users/show/680805552,2025-02-24,"Geneva, Switzerland",Unknown,100.0,84.0,f,https://a0.muscache.com/im/pictures/user/User/original/cd6d0f45-be8e-48ad-89f2-61dfd5fd03c6.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User/original/cd6d0f45-be8e-48ad-89f2-61dfd5fd03c6.jpeg?aki_policy=profile_x_medium,1,1,"['email', 'phone']",t,t,Vernier,46.20717990000001,6.1102193,Entire rental unit,Entire home/apt,3,1.0,1 bath,1.0,1.0,"[""First aid kit"", ""Kitchen"", ""TV"", ""Smoking allowed"", ""Wifi"", ""Washer"", ""Dedicated workspace""]",90.0,2,15,2,2,15,15,2.0,15.0,True,0,0,0,0,2025-03-23,0,0,0,0,0,0,4.84,4.87,4.84,4.92,4.92,4.88,4.7,f,1,1,0,0,0.0
1365241271052698842,https://www.airbnb.com/rooms/1365241271052698842,2025-03-23,city scrape,Chambre à 5min du centre ville,Room for rent in a large family apartment at La Gradelle. The room is equipped with a very comfortable double sofa bed and a TV. A shower room with toilet is located across from the bedroom and is available to tenants of the bedroom only.<br />A washing machine is available. <br />It's a very well-maintained apartment where we live as a family.<br />It is close to the city center and the lake.,https://a0.muscache.com/pictures/miso/Hosting-1365241271052698842/original/44e67ed6-a2a1-4b04-81f8-f97b9f5e85aa.jpeg,225855213,https://www.airbnb.com/users/show/225855213,2018-11-15,Unknown,a few days or more,0.0,84.0,f,https://a0.muscache.com/im/pictures/user/1c59c42c-5d49-407a-a27f-dcb5cefb672c.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/1c59c42c-5d49-407a-a27f-dcb5cefb672c.jpg?aki_policy=profile_x_medium,1,1,"['email', 'phone']",t,f,Cologny,46.20730951395891,6.180180794616576,Private room in rental unit,Private room,2,1.0,1 private bath,1.0,1.0,"[""Lock on bedroom door"", ""Kitchen"", ""TV"", ""Free parking on premises"", ""Wifi"", ""Washer""]",86.0,1,365,1,1,365,365,1.0,365.0,True,30,60,90,365,2025-03-23,0,0,0,284,0,0,4.84,4.87,4.84,4.92,4.92,4.88,4.7,f,1,0,1,0,0.0
1365247690615836669,https://www.airbnb.com/rooms/1365247690615836669,2025-03-23,city scrape,Appartement cosy en Hyper-Centre,"Enjoy a stylish and central home.<br />Ideally located close to the train station, in a popular square in Geneva, this apartment combines old-world charm and modern comfort. Old parquet flooring, decorative fireplace. Fully equipped kitchen (Ninja airfryer, oven, dishwasher). Bathroom with bath. In the process of decorating, more photos soon! 4th floor without elevator.",https://a0.muscache.com/pictures/hosting/Hosting-1365247690615836669/original/400c1a3a-2cec-49de-8bad-0f032e26caba.jpeg,677470194,https://www.airbnb.com/users/show/677470194,2025-02-07,Unknown,within an hour,85.0,83.0,f,https://a0.muscache.com/defaults/user_pic-50x50.png?v=3,https://a0.muscache.com/defaults/user_pic-225x225.png?v=3,2,7,"['email', 'phone']",f,t,Commune de Genève,46.20592887713147,6.144052038267599,Entire rental unit,Entire home/apt,5,1.0,1 bath,2.0,3.0,"[""Wifi"", ""Dedicated workspace"", ""Kitchen"", ""TV""]",250.0,1,365,1,1,365,365,1.0,365.0,True,24,52,80,350,2025-03-23,0,0,0,269,0,0,4.84,4.87,4.84,4.92,4.92,4.88,4.7,f,2,2,0,0,0.0
1365423069695341031,https://www.airbnb.com/rooms/1365423069695341031,2025-03-23,city scrape,Cozy and stylish apartment,"Enjoy a stylish experience at this centrally-located place. 2 min from the lake, 5 min from the central station with instant access to busses and public transport.<br />Spacious spaces with the charm of old Geneva complemented with a newly renovated kitchen and bathroom.",https://a0.muscache.com/pictures/hosting/Hosting-1365423069695341031/original/c69803f4-35f0-40f9-a2a9-89c970463d4f.jpeg,561246251,https://www.airbnb.com/users/show/561246251,2024-02-09,Unknown,within an hour,100.0,100.0,f,https://a0.muscache.com/im/pictures/user/5b121be0-f38b-4b46-8167-5bb65c882d34.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/5b121be0-f38b-4b46-8167-5bb65c882d34.jpg?aki_policy=profile_x_medium,1,1,['phone'],t,f,Commune de Genève,46.20727889860035,6.145459505280539,Entire rental unit,Entire home/apt,2,1.0,1 bath,1.0,1.0,"[""Kitchen"", ""Smoke alarm"", ""Lake access"", ""Fire extinguisher"", ""Wifi"", ""Washer"", ""Hot tub"", ""Paid parking on premises""]",263.0,1,365,1,1,365,365,1.0,365.0,True,24,54,84,359,2025-03-23,1,1,1,278,0,6,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,1,1,0,0,1.0
1366477193613119628,https://www.airbnb.com/rooms/1366477193613119628,2025-03-23,city scrape,Appartement en face du lac,No description,https://a0.muscache.com/pictures/miso/Hosting-1366477193613119628/original/a4327f1b-1495-4c53-b25f-02c01e7aeefc.jpeg,681493059,https://www.airbnb.com/users/show/681493059,2025-02-28,Unknown,within a day,50.0,0.0,f,https://a0.muscache.com/defaults/user_pic-50x50.png?v=3,https://a0.muscache.com/defaults/user_pic-225x225.png?v=3,1,1,['phone'],f,f,Commune de Genève,46.21653573537602,6.150285726009717,Entire rental unit,Entire home/apt,4,2.0,2 baths,2.0,2.0,"[""Kitchen"", ""TV"", ""Free parking on premises"", ""Wifi"", ""Washer""]",438.0,3,21,3,3,21,21,3.0,21.0,False,25,55,85,85,2025-03-23,0,0,0,85,0,0,4.84,4.87,4.84,4.92,4.92,4.88,4.7,f,1,1,0,0,0.0
